start_time	end_time	TLD	country	latitude	longitude	AS_number	AS_name
995543771.072985053	995543832.987	de	de	50.1	8.68	2871	ISION (2871)
995566455.964	995577929.839525	net	de	51.5	10.5	3320	AS3320
995555704.412011981	995585311.966	arpa	de	51.5	10.5	3320	AS3320
995555121.209568024	995586871.983	de	de	50.93	6.95	8422	NETCOLOGNE (8422)
995557080.835847974	995586920.314970	arpa	de	48.12	11.35	3320	AS3320
995564351.447637	995565389.718912	de	de	50.93	6.95	8422	NETCOLOGNE (8422)
995562467.337453	995562467.337453	arpa	de	51.5	10.5	3320	AS3320
995568136.999	995575890.951	net	de	51.5	10.5	3320	AS3320
995583437.535723	995586625.737669	de	de	50.93	6.95	8422	NETCOLOGNE (8422)
995573407.956	995576550.967	de	de	50.93	6.95	8422	NETCOLOGNE (8422)
995553801.210870981	995586970.117428	de	de	51.5	10.5	13219	AS13219
995557154.217640996	995572028.379734	de	de	51.5	10.5	8469	NDH (8469)
995558305.979688048	995586991.981	de	de	51.37	7.45	680	DFN-WIN-AS (680)
995574073.284909	995574073.284909	arpa	de	51.5	10.5	12450	RMC (12450)
995554875.778350949	995569730.922767	de	de	51.45	6.95	680	DFN-WIN-AS (680)
995557492.234905958	995557492.234905958	net	de	51.5	10.5	6805	MWAYS-ASN1 (6805)
995553287.502599955	995578351.957	arpa	de	50.33	9.02	3320	AS3320
995555106.827733994	995585851.967	arpa	de	48.13	11.58	8481	AS8481
995563335.966	995583120.570713	net	de	51.5	10.5	3320	AS3320
995549249.278141975	995558518.955234051	arpa	de	48.3	11.62	8572	AS8572
995559670.815801978	995559833.886311054	net	de	51.5	10.5	3320	AS3320
995568856.971	995586751.958	net	de	51.5	10.5	3320	AS3320
995551574.273200989	995559712.502935052	net	de	51.5	10.5	3320	AS3320
995556238.906172991	995583211.972	arpa	de	51.5	10.5	8767	AS8767
995571371.957	995572627.998	de	de	48.78	9.2	8472	VIAG (8472)
995559254.112447023	995567656.993	net	de	51.5	10.5	3320	AS3320
995559077.348209023	995560575.984	net	de	51.5	10.5	3320	AS3320
995558660.263625026	995587171.982	net	de	51.5	10.5	12853	GENDORF-DE (12853)
995566875.977	995566875.977	net	de	51.5	10.5	3320	AS3320
995558807.926947951	995587291.969	de	de	51.5	10.5	8469	NDH (8469)
995572687.975	995572687.975	net	de	51.5	10.5	3320	AS3320
995563515.983	995586975.120481	arpa	de	53.08	8.8	3209	AS3209
995575571.519065	995576207.732831	net	de	51.5	10.5	3320	AS3320
995574467.060338	995583811.947	net	de	51.5	10.5	3320	AS3320
995568136.972	995568136.972	de	de	51.5	10.5	8650	AS8650
995556212.524909973	995585314.965286	de	de	50.93	6.95	680	DFN-WIN-AS (680)
995556299.398625970	995560335.958	net	de	51.5	10.5	3320	AS3320
995557347.061040998	995558889.261729956	arpa	de	51.5	10.5	3320	AS3320
995570096.173793	995570264.600564	de	de	49.5	8.47	553	BELWUE-AS (553)
995573407.943	995573407.943	net	de	51.5	10.5	3320	AS3320
995561164.746963024	995561164.746963024	arpa	de	51.5	10.5	3320	AS3320
995565857.067714	995565857.067714	net	de	51.5	10.5	3320	AS3320
995556082.442214966	995587471.971	de	de	52.32	9.62	3320	AS3320
995560575.952	995587171.981	arpa	de	51.5	10.5	8379	CYBERNET-AG (8379)
995563424.045903	995584291.962	arpa	de	51.5	10.5	13201	COMHOUSE (13201)
995566127.914119	995577570.953	net	de	51.5	10.5	3320	AS3320
995551900.121786952	995585791.978	arpa	de	51.5	10.5	13201	COMHOUSE (13201)
995563275.993	995563275.993	net	de	51.5	10.5	3320	AS3320
995558613.726079941	995558613.726079941	net	de	51.5	10.5	3320	AS3320
995582851.987	995585311.942	net	de	51.5	10.5	3320	AS3320
995561165.953184009	995561165.953184009	arpa	de	51.5	10.5	3320	AS3320
995556943.121219993	995557347.620200038	de	de	51.05	13.75	680	DFN-WIN-AS (680)
995557661.095074058	995557661.095074058	de	de	51.05	13.75	680	DFN-WIN-AS (680)
995559857.011173010	995559857.011173010	de	de	51.05	13.75	680	DFN-WIN-AS (680)
995565795.999	995566395.974	net	de	51.5	10.5	3320	AS3320
995577811.990	995585491.978	net	de	51.5	10.5	3320	AS3320
995565079.159953	995585911.998	net	de	51.5	10.5	3320	AS3320
995585601.287585	995585601.287585	arpa	de	53.55	10	13184	HANSENET (13184)
995559703.112429976	995587147.613036	arpa	de	48.13	11.58	1273	UNIDO-AS (1273)
995577293.582391	995577293.582391	de	de	51.5	10.5	8650	AS8650
995563253.174028	995585491.982	net	de	51.5	10.5	3320	AS3320
995582011.941	995582371.977	net	de	51.5	10.5	3320	AS3320
995578274.768318	995578274.768318	net	de	51.5	10.5	3320	AS3320
995554679.667822003	995611946.970	de	de	51.5	10.5	680	DFN-WIN-AS (680)
995558436.045112014	995585547.625527	de	de	51.5	10.5	680	DFN-WIN-AS (680)
995576550.977	995578051.975	arpa	de	48.13	11.58	8481	AS8481
995580211.976	995580211.976	arpa	de	48.13	11.58	8481	AS8481
995563635.943	995563970.971933	net	de	51.5	10.5	3320	AS3320
995556193.043462038	995586751.960	de	de	54.33	10.13	680	DFN-WIN-AS (680)
995557101.495875001	995557610.350142956	net	de	51.5	10.5	3320	AS3320
995582660.112050	995582660.112050	arpa	de	51.5	10.5	3209	AS3209
995580751.956	995580751.956	net	de	51.5	10.5	3320	AS3320
995576159.173809	995576159.173809	de	de	51.52	7.45	1270	UNIDO-AS (1270)
995507866.821032047	995586751.978	arpa	de	51.5	10.5	13201	COMHOUSE (13201)
995554855.369292021	995587111.982	arpa	de	51.67	8.32	5430	MOBILCOM (5430)
995555495.949658990	995557195.953591943	arpa	de	51.5	10.5	13201	COMHOUSE (13201)
995578891.989	995585958.428659	net	de	51.5	10.5	3320	AS3320
995559167.758190036	995559167.758190036	net	de	51.5	10.5	3320	AS3320
995559375.504598975	995563335.955	net	de	51.5	10.5	3320	AS3320
995573716.968	995576010.968	net	de	51.5	10.5	3320	AS3320
995561180.590307951	995561180.590307951	arpa	de	51.5	10.5	3320	AS3320
995563960.710856	995569576.970	net	de	51.5	10.5	3320	AS3320
995576877.273330	995585011.983	net	de	51.5	10.5	3320	AS3320
995554600.805233002	995587832.994	de	de	51.4	7.17	1270	UNIDO-AS (1270)
995546626.141348958	995584651.945	de	de	51.4	7.17	1270	UNIDO-AS (1270)
995556618.477570057	995586931.995	de	de	50.83	12.92	680	DFN-WIN-AS (680)
995585671.966	995585671.966	de	de	51.05	13.75	680	DFN-WIN-AS (680)
995557626.188398004	995587051.951	de	de	48.78	9.2	553	BELWUE-AS (553)
995556070.444000959	995556070.444000959	net	de	51.5	10.5	3320	AS3320
995558567.935526013	995586931.984	arpa	de	49.05	8.4	517	XLINK-UKA (517)
995555410.063300967	995585191.974	arpa	de	49.05	8.4	517	XLINK-UKA (517)
995559027.805734038	995586871.963	de	de	48.78	9.2	553	BELWUE-AS (553)
995572492.115179	995572492.115179	net	de	51.5	10.5	3320	AS3320
995563811.939090	995585463.914412	net	de	51.5	10.5	3320	AS3320
995555923.154723048	995565623.567454	net	de	51.4	7.17	1270	UNIDO-AS (1270)
995558475.776757956	995561213.188977003	de	de	51.4	7.17	1270	UNIDO-AS (1270)
995559483.287389994	995585251.972	arpa	de	50.93	6.95	8422	NETCOLOGNE (8422)
995554618.595744014	995586019.210502	arpa	de	51.5	10.5	12676	NCORE-AS (12676)
995575648.612478	995575648.612478	net	de	51.5	10.5	3320	AS3320
995557031.249855995	995586736.266231	net	de	51.5	10.5	9126	COLT (9126)
995551439.304309011	995582764.503701	arpa	de	51.5	10.5	12676	NCORE-AS (12676)
995554219.352856994	995555894.974	net	de	51.5	10.5	3320	AS3320
995553709.725831985	995587051.991	arpa	de	47.65	9.5	1270	UNIDO-AS (1270)
995561181.437816978	995561235.947	net	de	51.5	10.5	3320	AS3320
995566755.948	995587171.963	arpa	de	51.5	10.5	15987	AS15987
995559295.851387978	995586391.961	arpa	de	51.5	10.5	15987	AS15987
995558269.002145052	995586811.987	arpa	de	49.8	9.93	13201	COMHOUSE (13201)
995576490.949	995576490.949	de	de	51.52	7.45	1270	UNIDO-AS (1270)
995578051.989	995578051.989	net	de	51.5	10.5	3320	AS3320
995573287.993	995573287.993	net	de	51.5	10.5	3320	AS3320
995556604.102769017	995556744.360110044	net	de	51.5	10.5	3209	AS3209
995576829.358477	995576829.358477	net	de	51.5	10.5	3320	AS3320
995576490.944	995576490.944	net	de	51.5	10.5	3320	AS3320
995578711.968	995578711.968	net	de	51.5	10.5	3320	AS3320
995561197.272254944	995563361.399019	net	de	51.5	10.5	3320	AS3320
995557957.581549048	995587111.994	arpa	de	48	7.87	12438	AS12438
995557416.410467982	995586980.060103	arpa	de	51.5	10.5	8673	AS8673
995569696.984	995570536.963	net	de	51.5	10.5	3320	AS3320
995555089.886317968	995555217.253108978	net	de	51.5	10.5	3320	AS3320
995565114.890930	995572267.949	net	de	51.5	10.5	3320	AS3320
995574390.996	995576490.945	net	de	51.5	10.5	3320	AS3320
995570760.256611	995587651.941	net	de	51.5	10.5	3320	AS3320
995566215.941	995566215.941	net	de	51.5	10.5	3320	AS3320
995566515.986	995571546.973	net	de	51.5	10.5	3320	AS3320
995557899.025246978	995558783.570322990	arpa	de	51.5	10.5	15385	CLARANET-AS (15385)
995551838.397642970	995552831.828860998	de	de	48.13	11.58	680	DFN-WIN-AS (680)
995528473.851225972	995529430.985	de	de	48.13	11.58	680	DFN-WIN-AS (680)
995554834.566923022	995586631.985	arpa	de	51.05	13.75	680	DFN-WIN-AS (680)
995561174.689584017	995561174.689584017	arpa	de	48.13	11.58	680	DFN-WIN-AS (680)
995561157.505192995	995569157.000	de	de	48.5	9.22	553	BELWUE-AS (553)
995561168.822779059	995572660.303871	net	de	51.5	10.5	3320	AS3320
995556202.702685952	995557722.042786002	de	de	48.13	11.58	680	DFN-WIN-AS (680)
995558826.229226947	995558826.229226947	de	de	48.13	11.58	680	DFN-WIN-AS (680)
995554121.727236986	995554634.974	de	de	48.13	11.58	680	DFN-WIN-AS (680)
995556315.294168949	995558698.725991964	de	de	48.13	11.58	680	DFN-WIN-AS (680)
995572476.940508	995573468.035474	de	de	51.5	10.5	8650	AS8650
995565639.525922	995586871.957	arpa	de	49.85	8.75	8355	PSINET (8355)
995572807.973	995572807.973	net	de	51.5	10.5	3320	AS3320
995559685.798151016	995562147.260691	net	de	51.5	10.5	3320	AS3320
995561927.256046	995564230.639476	de	de	51.5	10.5	8650	AS8650
995570043.210961	995578591.985	net	de	51.5	10.5	3320	AS3320
995556079.919347048	995586451.946	net	de	51.5	10.5	12546	UBCOM (12546)
995552940.283153057	995557369.170588017	de	de	49.45	7.78	680	DFN-WIN-AS (680)
995546815.659440994	995587603.262406	arpa	de	51.05	13.75	1270	UNIDO-AS (1270)
995552475.607558012	995569636.950	net	de	51.5	10.5	3320	AS3320
995552674.193204045	995553776.875072002	net	de	51.5	10.5	3320	AS3320
995574510.983	995579491.968	net	de	51.5	10.5	3320	AS3320
995555677.428951979	995568076.965	net	de	51.5	10.5	3320	AS3320
995579191.952	995579191.952	net	de	51.5	10.5	3320	AS3320
995576670.951	995586931.994	net	de	51.5	10.5	3320	AS3320
995557666.877343059	995559712.686272025	arpa	de	51.5	10.5	6805	MWAYS-ASN1 (6805)
995575244.274095	995575244.274095	net	de	51.5	10.5	3320	AS3320
995554733.960348964	995587003.767056	arpa	de	51.5	10.5	3320	AS3320
995553869.824326992	995583151.973	arpa	de	51.5	10.5	3320	AS3320
995570891.989	995574870.991	net	de	51.5	10.5	3320	AS3320
995559069.744668007	995561210.140403032	net	de	51.5	10.5	3320	AS3320
995582431.978	995586783.297862	net	de	51.5	10.5	3320	AS3320
995555364.778594971	995586751.978	de	de	51.5	10.5	5549	AS5549
995557219.853091955	995586967.649342	arpa	de	52.03	8.53	3320	AS3320
995555978.389382958	995585932.721686	de	de	48.78	9.2	1270	UNIDO-AS (1270)
995558013.780858040	995585491.999	arpa	de	48.78	9.2	1270	UNIDO-AS (1270)
995557255.533905983	995585922.744439	arpa	de	51.52	7.45	3320	AS3320
995553700.031028986	995559003.720003009	de	de	48.78	9.2	1270	UNIDO-AS (1270)
995549114.785158992	995552225.685778975	net	de	51.5	10.5	3320	AS3320
995580751.960	995580751.960	net	de	51.5	10.5	3320	AS3320
995554092.074923992	995580091.992	net	de	51.5	10.5	3320	AS3320
995552368.299047947	995560015.055012941	net	de	51.5	10.5	3209	AS3209
995584291.963	995584291.963	net	de	51.5	10.5	3320	AS3320
995562548.374300	995586991.953	de	de	51.5	10.5	3320	AS3320
995557559.749421000	995587351.961	arpa	de	48.83	10.1	2871	ISION (2871)
995555476.464916945	995587291.976	arpa	de	48.83	10.1	2871	ISION (2871)
995558513.213953972	995586631.996	arpa	de	51.5	10.5	6805	MWAYS-ASN1 (6805)
995563031.211482	995566395.991	net	de	51.5	10.5	3320	AS3320
995557732.320624948	995559366.761077046	net	de	51.5	10.5	3320	AS3320
995560275.944	995562640.942350	net	de	51.5	10.5	3320	AS3320
995570931.558519	995586294.705809	de	de	50.1	8.68	680	DFN-WIN-AS (680)
995557430.512022972	995586738.587927	de	de	50.1	8.68	680	DFN-WIN-AS (680)
995553494.383327961	995587111.999	arpa	de	47.65	9.5	517	XLINK-UKA (517)
995582390.618468	995582390.618468	arpa	de	51.5	10.5	3320	AS3320
995562894.919415	995580751.988	arpa	de	50.77	6.1	3320	AS3320
995556044.296285033	995585371.983	arpa	de	51.5	10.5	12438	AS12438
995556373.777650952	995585851.958	arpa	de	51.5	10.5	12438	AS12438
995551684.265406966	995571847.981	arpa	de	51.5	10.5	12438	AS12438
995577570.970	995577570.970	de	de	51.05	13.75	680	DFN-WIN-AS (680)
995559341.228343964	995586751.998	arpa	de	51.5	10.5	1270	UNIDO-AS (1270)
995564812.431151	995586691.951	arpa	de	51.5	10.5	1270	UNIDO-AS (1270)
995575050.971	995575050.971	net	de	51.5	10.5	3320	AS3320
995553920.603021979	995554647.996693015	de	de	51.5	10.5	3320	AS3320
995565251.547567	995575110.985	arpa	de	48.13	11.58	680	DFN-WIN-AS (680)
995559632.308899045	995587231.983	arpa	de	48.82	10.03	6735	AS6735
995553969.472144008	995586571.989	arpa	de	51.53	9.95	3320	AS3320
995559754.650925040	995586950.642157	net	de	51.5	10.5	3320	AS3320
995584051.988	995584111.943	de	de	51.52	7.45	1270	UNIDO-AS (1270)
995571847.989	995571847.989	net	de	51.5	10.5	3320	AS3320
995565263.671854	995575092.968742	net	de	51.5	10.5	3320	AS3320
995571887.966171	995587892.959	de	de	51.5	10.5	680	DFN-WIN-AS (680)
995550702.115440011	995585911.991	arpa	de	53.55	10	9211	AS9211
995561164.604120016	995561164.604120016	net	de	51.5	10.5	3320	AS3320
995566402.014643	995580451.991	net	de	51.5	10.5	3320	AS3320
995584125.890708	995586811.950	net	de	51.5	10.5	3320	AS3320
995559650.420954943	995586751.953	arpa	de	53.08	8.8	680	DFN-WIN-AS (680)
995560008.002782941	995574030.956	net	de	51.5	10.5	3320	AS3320
995551787.561210990	995586991.970	de	de	51.5	10.5	12337	AS12337
995557514.215139985	995559843.428829	de	de	48.13	11.58	680	DFN-WIN-AS (680)
995569516.981	995570689.851707	net	de	51.5	10.5	3320	AS3320
995576760.985308	995576790.968	net	de	51.5	10.5	3320	AS3320
995570536.990	995570871.388253	net	de	51.5	10.5	3320	AS3320
995561186.362270951	995584784.407455	de	de	50.58	8.7	680	DFN-WIN-AS (680)
995565795.963	995587892.943	de	de	51.5	10.5	8469	NDH (8469)
995572207.972	995572267.979	de	de	51.45	6.95	680	DFN-WIN-AS (680)
995559581.060256958	995561446.249035	net	de	51.5	10.5	3320	AS3320
995555198.736273050	995579332.210910	de	de	52.53	13.42	680	DFN-WIN-AS (680)
995559835.446270943	995559835.446270943	net	de	51.5	10.5	3320	AS3320
995586811.958	995586811.958	net	de	51.5	10.5	3320	AS3320
995557090.547122955	995557090.547122955	de	de	51.52	7.45	1270	UNIDO-AS (1270)
995585309.555584	995585309.555584	net	de	51.5	10.5	3320	AS3320
995555778.429913044	995557025.710752964	de	de	52.03	8.53	8472	VIAG (8472)
995557853.164106011	995573167.984	arpa	de	51.5	10.5	13219	AS13219
995573347.982	995574330.987	net	de	51.5	10.5	3320	AS3320
995558551.200593948	995563756.989018	arpa	de	51.5	10.5	13219	AS13219
995552022.445548058	995586950.446360	arpa	de	51.5	10.5	15671	AS15671
995556155.636944056	995585551.961	net	de	49.45	11.07	9072	AS9072
995565858.684092	995565858.684092	arpa	de	51.5	10.5	3320	AS3320
995567836.961	995586931.944	arpa	de	51.5	10.5	13219	AS13219
995564229.194697	995577053.512047	net	de	51.5	10.5	3320	AS3320
995581171.968	995581171.968	net	de	51.5	10.5	3320	AS3320
995553183.069756985	995583180.237782	arpa	de	51.5	10.5	1270	UNIDO-AS (1270)
995553801.619197011	995554010.593860030	net	de	51.5	10.5	3320	AS3320
995555735.379695058	995585971.951	de	de	50.1	8.68	8472	VIAG (8472)
995558866.206887960	995586391.976	arpa	de	51.5	10.5	1270	UNIDO-AS (1270)
995557339.599761009	995586931.984	de	de	49.63	8.35	2857	AS2857
995558610.671162963	995586811.953	de	de	49.63	8.35	2857	AS2857
995565795.970	995565795.970	net	de	51.5	10.5	3320	AS3320
995567175.941	995567175.941	net	de	51.5	10.5	6805	MWAYS-ASN1 (6805)
995575290.969	995575290.969	net	de	51.5	10.5	6805	MWAYS-ASN1 (6805)
995558058.031242967	995578591.958	arpa	de	52.53	13.42	680	DFN-WIN-AS (680)
995553390.346451044	995586991.953	de	de	51.5	10.5	5430	MOBILCOM (5430)
995554138.392282963	995584351.958	de	de	51.5	10.5	5430	MOBILCOM (5430)
995557145.282706022	995586600.440797	de	de	51.5	10.5	5430	MOBILCOM (5430)
995561688.482880	995587171.966	de	de	51.5	10.5	5430	MOBILCOM (5430)
995572488.323088	995572488.323088	net	de	51.5	10.5	3320	AS3320
995566275.984	995566275.984	de	de	51.5	10.5	3320	AS3320
995558193.122691035	995586871.992	de	de	53.08	8.8	680	DFN-WIN-AS (680)
995579431.943	995581111.974	net	de	51.5	10.5	3320	AS3320
995552831.480046034	995586031.965	arpa	de	50.77	6.1	517	XLINK-UKA (517)
995566575.943	995567005.534575	net	de	51.5	10.5	3320	AS3320
995558878.848948002	995560011.989729047	net	de	51.5	10.5	3320	AS3320
995553564.717847943	995586494.871195	arpa	de	50	8.42	1270	UNIDO-AS (1270)
995554626.739158034	995586751.971	arpa	de	48.72	9.65	5549	AS5549
995554229.768107057	995554874.978	net	de	51.5	10.5	3320	AS3320
995574210.970	995586602.752730	net	de	51.5	10.5	3320	AS3320
995559078.446743011	995559853.161046982	net	de	51.5	10.5	3320	AS3320
995561159.494470954	995561355.958	net	de	51.5	10.5	3320	AS3320
995559023.725646019	995560335.968	net	de	51.5	10.5	3320	AS3320
995555918.686324000	995586751.944	arpa	de	48.13	11.58	5539	AS5539
995556477.518790007	995558499.354637	de	de	51.5	10.5	8650	AS8650
995566070.850147	995576844.150712	de	de	51.5	10.5	13219	AS13219
995543541.817461967	995587051.987	de	de	51.5	10.5	13219	AS13219
995574510.985	995574570.989	de	de	51.5	10.5	8650	AS8650
995565306.215824	995568136.976	net	de	51.5	10.5	3320	AS3320
995565948.625057	995565948.625057	arpa	de	51.5	10.5	3320	AS3320
995567295.968	995567295.968	net	de	51.5	10.5	3320	AS3320
995555055.950471997	995569156.999	net	de	51.5	10.5	3320	AS3320
995562060.101506	995562060.101506	de	de	50	8.27	2857	AS2857
995545951.590636015	995586631.993	de	de	53.25	10.4	3320	AS3320
995586811.977	995586811.977	net	de	51.5	10.5	3320	AS3320
995558621.272694945	995586846.481708	arpa	de	54.1	12.15	3257	AS3257
995555864.288079023	995585181.141170	arpa	de	54.1	12.15	3257	AS3257
995556247.750558019	995584901.419134	arpa	de	54.1	12.15	3257	AS3257
995561168.987432957	995586977.072135	arpa	de	54.1	12.15	3257	AS3257
995568881.512331	995575251.819448	net	de	51.5	10.5	3320	AS3320
995542728.494904041	995542728.494904041	net	de	51.5	10.5	3320	AS3320
995578423.624901	995579110.193004	arpa	de	51.5	10.5	3209	AS3209
995562317.925823	995572623.731556	net	de	51.5	10.5	3320	AS3320
995556696.816053033	995571726.953	arpa	de	51.5	10.5	3320	AS3320
995557334.184592009	995579611.981	net	de	51.5	10.5	3320	AS3320
995558425.815873027	995587351.946	arpa	de	48.12	11.35	6887	AS6887
995563749.876532	995563749.876532	net	de	51.5	10.5	6805	MWAYS-ASN1 (6805)
995566402.695551	995566402.695551	net	de	51.5	10.5	3320	AS3320
995562404.987813	995586141.152177	net	de	51.5	10.5	3320	AS3320
995556602.458896995	995566275.974	de	de	51.5	10.5	3320	AS3320
995585799.703842	995585799.703842	net	de	51.5	10.5	3320	AS3320
995566335.968	995566335.968	net	de	50.1	8.68	5621	MCI (5621)
995564661.863674	995564661.863674	net	de	51.5	10.5	3320	AS3320
995573716.960	995579731.987	net	de	51.5	10.5	3320	AS3320
995552451.669577003	995552514.985365033	net	de	51.5	10.5	3320	AS3320
995578951.988	995585671.943	net	de	51.5	10.5	3320	AS3320
995561169.807158947	995561169.807158947	net	de	51.5	10.5	3320	AS3320
995568888.982052	995569996.960	de	de	51.5	10.5	3320	AS3320
995562477.364918	995585551.993	de	de	51.5	10.5	680	DFN-WIN-AS (680)
995564467.879167	995564727.199044	net	de	51.5	10.5	3320	AS3320
